chr	summit
IV	2670059
I	39700078
X	30359957
I	337394
III	11698201
IV	21373124
X	3273173
X	18858579
I	5824968
V	28034873
IV	50442338
III	23543396
I	9839554
I	27228122
I	27284456
II	16278454
II	22467481
II	40267047
III	8418139
III	36434493
III	43583925
IV	37623426
IV	42525451
IV	42639278
V	2754225
V	6629343
V	9764803
V	39862979
X	9381482
X	18294168
X	33421999
I	41855165
V	9110488
II	21196635
IV	905668
IV	34417209
V	4738103
V	4745268
V	11450656
I	17320218
V	637401
X	28994271
II	12425522
II	27380374
II	45502303
I	47538029
V	38601818
IV	7628400
III	4507176
I	18929908
I	12577865
III	12458186
IV	51924256
III	38965379
II	40763705
IV	23688004
V	44503632
I	3290674
I	5168046
I	22006858
II	3891398
II	36939464
III	10038100
III	12236728
III	12662470
III	12665576
III	27823110
III	30408005
V	34012917
III	22546513
X	32805342
I	22879839
II	2172870
II	15916028
V	2878153
II	18970953
III	27847626
X	29348063
I	34358208
III	43553358
V	36356056
I	9531025
V	11959962
II	19368776
V	12409549
X	21278193
I	18457985
I	4006717
II	1198024
II	15709201
III	11318212
III	24832290
III	26600539
III	33584647
III	38236301
IV	4906588
IV	21362006
IV	34156967
IV	35776376
V	31032887
V	34047076
V	35223622
V	42075679
X	1852152
X	11822094
X	12081211
X	14255352
X	17727546
X	32721495
V	39461087
V	48064296
III	41885772
IV	45517803
III	35665080
X	19684091
IV	29544174
III	36707305
III	15578389
I	38677937
III	26888764
III	37082463
III	19396223
I	18216537
V	36489356
III	13375924
IV	31339156
I	39729270
I	13796985
IV	21200158
II	21718957
V	13249729
II	19636821
IV	53814726
I	41125395
IV	54506042
I	8588685
I	43074175
III	45700825
V	8014442
IV	54340056
III	5674954
X	19904054
II	5626056
X	21921846
IV	36147611
II	38184865
X	31994401
IV	32560330
II	41979432
II	47475021
IV	26081117
I	15657698
II	36497700
I	2112068
I	6805107
I	26502070
I	37020759
II	40194853
II	42706155
III	20678209
III	25712235
III	27650983
III	33281750
III	42341493
V	2933919
V	22470636
V	41283773
V	42964134
V	44460458
X	8569230
IV	45830667
IV	995423
X	1387199
X	934660
II	40093288
III	42667207
X	23703
IV	33272726
IV	44913274
IV	53476157
II	18142467
IV	8850291
II	28738358
III	27462599
IV	27107286
X	14566669
I	36320200
I	14071679
II	19258107
I	5425494
X	13759144
X	3971955
V	45649232
IV	7157182
I	1445119
V	26103055
X	32703841
IV	39879899
II	46443008
I	47310041
V	11965621
II	919461
X	2440658
I	34985086
I	35213725
I	39436360
I	40871135
II	1884949
II	33057972
III	4583246
III	10926990
III	13048346
III	19970638
III	25088432
III	31510785
III	44251938
IV	23743561
IV	29366488
IV	30124595
IV	34146115
IV	48224769
V	4722169
V	10360603
V	10659506
X	17702391
V	688462
II	17180187
II	42094846
II	28890827
III	15105023
I	704774
IV	647174
III	24448029
II	45588757
X	1435882
V	4746308
V	47543650
III	43845610
II	776140
V	7723302
I	10263283
IV	7313603
III	23527851
V	9123335
II	5258378
IV	47809574
III	32942510
V	48464397
I	47803102
IV	19662477
II	29931272
X	31587
IV	17694521
IV	50536495
II	47214296
V	21041551
I	5862610
I	25696349
I	35132880
I	37493063
II	5734509
II	6976431
II	13225705
II	27258633
II	39890371
III	27654670
III	38974718
III	45089126
IV	8664076
IV	33945141
IV	41012211
IV	43977438
IV	50330570
V	5052126
V	44212617
X	3132904
III	11699499
V	48638532
V	11966816
V	1184692
II	34183718
I	16019502
II	29873157
I	7604231
IV	46010474
V	36220513
II	16427559
V	46618450
X	30404694
III	24749813
I	393581
I	36580431
X	25392906
III	34106718
II	45207184
V	32091327
III	41262417
III	17324522
II	27881597
III	26925854
X	1912543
I	4743683
IV	36239191
I	44574847
X	32955657
III	4723955
I	21508954
IV	33722098
I	8306399
I	33962609
II	3746346
II	8064515
II	10757584
II	12140314
II	22825890
II	28587318
II	33431926
II	38014448
III	2087200
IV	15236368
IV	19868121
IV	20468778
IV	30739200
IV	31252258
IV	40380539
IV	46448731
IV	47125105
V	9087538
V	13748065
V	33513393
V	37936636
X	6079629
X	7044137
X	11839726
IV	37040036
IV	25566300
V	8944149
IV	47298888
III	14647786
II	22407422
II	46765146
X	31614834
V	1492090
V	47977711
II	42677061
IV	40621026
V	1519455
V	20713081
II	10940588
I	45576831
I	10852623
II	8601821
IV	52849602
I	6346587
IV	50436707
I	46025242
X	27871033
III	10202140
V	28971376
X	32739355
I	411628
III	36166872
III	40031259
III	12847363
II	4112407
X	11408677
III	45654172
I	12426178
I	14349797
I	31822071
I	37043477
II	5067897
II	6963289
II	35642057
III	11601508
III	27313673
III	29292985
III	42247282
IV	3225476
IV	43334784
IV	44817527
V	16923414
V	21422061
V	32207217
V	37588088
V	44257484
X	2848779
X	5191906
X	8379255
X	26770789
I	22120713
I	11081
IV	1282074
II	18447625
II	43305169
I	38178083
II	41583215
X	1675287
II	37356733
I	43134161
IV	16428659
III	41883581
I	26269686
X	12267732
V	37413568
X	28580724
III	20871076
III	22587051
X	2234829
IV	25341417
IV	45873778
I	232838
V	17478725
I	5618227
III	34383489
I	40132958
V	7464512
III	44489142
V	3829447
II	42740253
V	1707099
IV	34471618
IV	30238191
X	8528999
II	40706686
I	30760003
I	14979100
II	17301118
II	41383456
III	2166604
III	9323793
III	11321685
III	27315227
IV	10117024
IV	13137818
IV	18142246
V	32911055
V	36262288
X	5062156
X	32713406
III	9445955
I	47288829
III	12914229
II	11976336
II	31999897
V	11671536
III	42733785
X	8104681
IV	37239467
II	14339376
II	45473920
IV	25348204
III	27449442
II	11974614
V	42798690
III	15365733
I	34521619
III	5798633
III	11735549
V	2844327
I	36577431
IV	6441372
II	41618615
X	22466173
II	12427217
X	19133838
X	16227635
I	4769358
I	18245308
II	7219185
III	11080345
III	11451822
III	23817627
III	38316664
IV	7609770
IV	15743332
V	31920587
V	43297144
I	5682836
III	19082125
I	481899
IV	12002666
IV	42317715
II	47207820
I	19213107
II	20168091
II	39187750
II	48224231
II	30763098
III	45608562
X	1523797
X	12636759
X	28404157
I	17776633
I	15046505
II	47308648
X	29241882
X	15847323
II	46218198
X	32469909
II	44013161
II	4569025
I	10321454
IV	19496051
IV	47960962
X	25535955
III	20599092
X	4163174
I	43932157
III	42661631
I	33211144
I	38408192
I	43809283
II	26382695
III	2724102
III	3627484
III	22075387
III	43867089
IV	44196303
V	18543973
V	25042966
V	28290503
V	29021890
V	31015014
V	45374658
V	46100881
X	11840856
X	16805764
X	27534163
X	3207724
I	8330883
V	5398186
I	44463101
I	44193137
I	27712421
III	46003325
I	19268831
II	28759224
II	47131285
II	37465072
I	18291637
X	6345894
I	43226436
I	47468116
IV	41363590
II	45311350
V	8032791
II	18589184
IV	34380602
IV	35980364
II	38054216
III	16541010
III	42219719
IV	13301511
IV	42455040
V	6292717
V	34830989
V	36087662
X	2847556
X	7164626
X	8293326
IV	2042704
X	4531830
I	44191035
V	48021864
I	5927765
I	2333259
IV	27410789
III	30388619
X	28810324
I	16265950
III	24753657
IV	5457533
X	27208642
X	21811736
I	47493773
III	19490182
III	12916388
I	17419448
I	7400775
I	5375910
III	748398
I	46476662
IV	54428246
I	10162735
I	2783572
II	48219680
X	14280638
III	31375561
I	11310153
III	28421443
III	5769143
I	7939399
IV	53557595
II	15270965
IV	33508213
II	47957113
III	45976266
III	30512381
II	21198913
II	34498848
II	45559102
I	17240536
III	41880807
IV	12624624
I	37218095
I	38309027
II	33010840
III	1681356
III	8034718
III	18923030
III	21351580
IV	7729749
IV	18313817
V	8620693
V	39947386
V	43680014
V	45537794
X	15110584
X	16805096
X	17728137
X	24073944
III	42165965
III	28347774
I	40174810
X	5292866
IV	44359565
III	21434657
II	38029003
IV	51677859
III	41391629
III	34042896
II	18085717
I	40092169
V	47713609
III	14233762
I	42668658
V	30688185
X	4354269
II	24138044
X	19657031
IV	15176619
I	8075269
I	19013781
IV	19510605
X	17014662
X	2602938
I	8745268
I	18241985
II	23793854
II	24777478
II	26218470
II	27780065
II	32132576
III	12429619
III	14853841
III	24504959
III	28802681
III	31534619
III	31647122
III	43431625
IV	9077366
IV	49996852
V	4007152
V	10268584
V	25850266
X	32828086
IV	1069531
III	45368520
II	35300328
III	45645714
V	46716556
III	43661170
II	1322010
I	44877795
I	802583
II	31272169
II	47764396
V	7717540
II	30362737
X	33473946
III	1362286
II	11677807
III	34036393
V	8886860
II	17890322
X	32972241
II	38301962
X	7731993
V	1149074
II	5486859
IV	23700116
II	36386187
IV	54096189
V	43701806
II	47579870
II	39262650
I	28372034
I	17556101
III	36356712
I	839845
IV	31262083
I	5757620
I	10786579
V	34099983
V	45116368
X	2039979
V	34721973
I	4841092
X	7986617
X	12371722
I	47371645
II	44935101
IV	20157454
IV	13072901
IV	7872615
III	30551304
IV	33505245
X	13621827
IV	47614907
X	1293046
IV	16469384
IV	36584978
III	22304524
I	15918472
I	5242026
I	5778721
I	29353686
I	44317645
II	16589263
II	26173987
II	38162593
II	45466494
III	5747024
III	12023096
III	34844040
IV	12385945
IV	17529982
IV	28046338
IV	52110984
IV	52597520
V	6032564
X	11430850
X	15978007
X	23295400
II	5626672
III	26247559
X	17072232
II	25522390
I	6822815
I	14031552
I	18165053
I	35160274
II	3453492
III	27401551
IV	26198827
IV	43919413
IV	44110846
X	9947866
X	31837965
X	32030023
V	45261217
III	34109032
X	11742680
I	39326998
I	1401243
III	22436170
I	38990196
V	45078103
X	2470891
X	4235568
IV	54335857
V	45961760
I	47660045
V	3170050
III	40526244
IV	53293757
V	48293886
V	10647839
V	47021351
V	17910117
IV	5236539
IV	54068458
I	3189853
I	2907577
I	5428206
V	49063434
V	18201078
X	12587095
II	11556221
IV	38485632
III	36228376
III	39336954
V	27720752
II	38500293
X	32278859
V	48040220
II	27349557
X	3235730
III	22852501
V	3709998
II	46100021
IV	23261317
III	39314993
I	434474
III	20645406
I	37379481
III	44428737
X	29466721
X	6572700
II	28762606
X	31143057
II	47621989
X	3974933
I	45497827
I	1366445
X	9284576
III	38967557
II	41771038
IV	41349201
II	41771651
II	47566380
II	47125738
III	40850192
II	8234118
V	48542875
I	34686213
II	36718335
IV	23370819
X	27694144
I	2765440
I	512613
X	3919663
X	8279165
I	5175639
I	7048821
I	29851489
I	35246827
I	39047170
I	39204498
I	42017093
III	34601965
III	43626056
IV	29242103
IV	43439522
IV	44088122
IV	47321218
V	4512328
V	10679286
V	24848389
V	31384711
V	32875522
V	47931534
V	48160583
X	24369095
III	38161530
I	9238391
I	35258135
I	35639995
I	45241056
III	2417294
III	4212807
III	5099674
III	7583360
III	23334133
III	26387592
III	33297586
III	38059452
III	38608898
III	38995250
III	45482642
IV	1406267
IV	11853643
IV	27854224
IV	38429819
V	7904344
V	18567354
V	31207485
V	46699417
X	1782675
X	2124753
X	8294463
III	13746759
V	39068742
V	44130668
X	12212997
II	1768680
I	18215580
X	4153267
X	4290962
X	7410662
II	27213112
III	24756218
II	34791069
II	34503219
I	2779944
IV	46371035
V	48577099
III	23785183
II	32191300
V	41328565
IV	20767565
I	16401180
V	1992182
IV	28533373
II	27861745
IV	36892223
X	26405964
IV	13516312
II	46073196
III	185673
III	5127143
III	39607877
IV	28961954
V	18115126
I	16621546
V	10644460
III	41820434
X	32299714
III	41783818
I	15193727
IV	6705409
III	6288138
III	26267280
X	7521834
I	16616613
II	47045050
I	41822678
I	30936362
I	47561647
X	23880861
X	7153403
V	43159752
X	3515952
V	42438729
IV	54637312
IV	29559434
III	39845133
I	19461983
I	2016503
X	15783439
IV	7334469
III	34922145
II	19862066
III	23807164
I	12707447
I	33559903
II	10186584
III	1868584
III	36624060
III	43484184
IV	1408367
IV	10167786
IV	40418373
IV	51216444
V	19542948
V	21967790
V	47298972
X	1680806
II	45205873
II	26313182
I	5131129
I	10306082
I	19694074
I	22260088
I	35212021
II	9044834
II	15657579
II	24802586
II	29612903
II	37409213
III	19106764
III	26000894
IV	21228649
IV	24914958
V	20636669
V	47444040
X	15978306
X	30825530
X	31830993
I	2392208
I	44211314
II	6587020
II	7422887
III	40879991
II	47052136
X	29978514
V	2329612
I	1495767
V	3677403
X	12285278
V	20550092
II	11309770
X	32223334
X	15481062
V	28048305
IV	31390683
III	20600674
III	39396953
X	1530668
X	29576953
V	30861671
IV	43658537
IV	27121397
II	46995589
I	38098511
III	12032734
II	5933083
I	23654888
III	1442766
V	16398143
V	18471134
I	548594
X	9660576
II	17847853
I	9151065
V	5660453
I	28576104
X	13643164
I	18273688
IV	5444808
III	34380670
X	29588911
I	23654116
X	7484644
IV	48905574
II	31584076
II	118625
IV	5508566
I	16269854
I	738383
II	40131937
II	36962232
IV	15778777
IV	37780398
X	15840686
I	34180690
II	18619409
III	1471836
II	20759737
III	39579811
X	30444834
III	35739512
I	7647749
I	14567262
I	35862287
I	38156496
II	5647657
II	15714140
II	29367570
II	35531099
II	36766470
III	4673625
III	6550181
III	13833003
III	14518539
III	22663739
III	38984292
IV	2077213
IV	37095700
IV	42603869
IV	50699412
V	5875933
V	12257442
V	19572493
V	29630779
V	38596316
IV	2346310
III	30336271
V	11597524
I	23657017
II	28192
V	41994442
III	12036103
I	21286757
I	30003707
I	39779714
II	14590999
II	29778294
III	96266
III	3505985
III	36875854
IV	1338677
IV	3227265
IV	9742986
IV	14591124
IV	24399602
IV	34122986
IV	41844489
V	13830768
V	27106904
V	41433260
V	42161194
V	47392982
II	18600291
III	10773356
III	40792117
V	9234353
I	20204463
IV	50632263
V	19725506
I	549702
III	44232820
II	5627202
V	30141708
X	14205997
II	41486570
V	36578792
II	46309101
V	26023916
III	35090739
V	43040927
II	43997495
II	7420747
IV	54224350
III	34905334
X	18984510
V	15225883
IV	45518113
X	11874115
V	25134177
I	47377849
I	44938679
X	5293572
V	17916401
IV	47529286
II	44642179
III	32235903
IV	53138664
IV	37106408
II	26506944
V	718569
V	7504530
V	19700263
III	39830527
III	28572475
II	320119
X	23527391
III	2470330
X	28178738
I	45550522
I	18125341
V	8083241
II	40116456
V	29223591
IV	43755113
X	19901358
X	5635543
II	43653440
IV	51832502
V	29461328
IV	13369829
II	11414017
X	29361784
I	3118762
I	12450475
I	20790887
I	33592676
II	23086995
II	40776411
II	41229471
III	1198397
III	6404112
III	7662653
III	29525106
III	43128994
IV	32730146
IV	43250006
IV	48625878
V	13531159
V	23420908
V	31825982
V	34831685
V	36587387
X	27664840
V	1170595
X	12058665
X	5388316
II	6114419
V	17983141
II	38696059
IV	16230451
IV	48415366
X	31494977
II	8517472
V	38496410
I	8529316
I	24880049
I	33937439
I	35311062
II	3501522
II	8925002
II	43180454
III	4750694
III	12113497
III	26724225
IV	9898379
IV	14228303
IV	29187853
IV	32373270
IV	33142873
IV	37487035
IV	39409986
IV	40831499
IV	53661565
V	20576187
V	40414832
V	43499530
V	45530084
V	45838183
X	4447819
X	7647066
X	7732897
X	12139133
IV	14326306
V	41983632
V	2271883
X	11060883
V	37447250
X	5430190
V	33747305
V	291260
III	27897228
II	20386050
II	32650481
X	29965623
X	29813095
III	11573269
II	31117568
IV	49253129
V	14813685
IV	44516249
IV	48841454
II	1096309
II	3093912
X	30168595
III	14281286
II	41884033
I	17775561
III	40153934
IV	19234478
I	14350869
IV	53842954
V	48589884
III	44485352
IV	17952600
IV	28469819
II	11504594
II	29277011
IV	23786450
III	43278780
IV	51494878
III	41718303
I	10752007
V	23536900
X	34113182
IV	30257000
II	33101
I	43217527
IV	2043722
II	20903184
V	36159951
V	4693927
III	19500145
III	10311331
III	45844964
V	9125293
V	18088542
IV	38455328
V	10352478
II	10287245
I	5712338
I	14402419
I	15219200
I	35259127
III	8133271
III	8963093
III	10250801
III	32054361
III	34195608
IV	3086054
V	7387515
V	40118817
V	38526954
II	306558
II	9662634
IV	5486805
III	31149659
III	12810537
V	45957690
III	43789953
I	44562350
IV	53907579
II	43061275
IV	46703251
X	7435332
III	41782852
II	41975726
X	33899401
X	29404392
I	46816250
III	14568153
II	43864049
II	5628684
II	39898981
II	21983206
III	38706273
III	21665265
V	45604547
IV	6638681
I	5581090
V	7899241
III	21073507
II	33662583
I	11280465
I	23869446
I	28109310
I	41513757
II	4643686
II	17107530
II	36566260
II	43163510
III	4981155
III	12176094
III	18086928
III	41159020
IV	29740061
IV	48277826
IV	49383709
IV	51412213
IV	53220753
V	4536081
V	10519176
V	20859043
IV	49607980
I	27482698
IV	37995575
V	33000747
I	13707052
I	27266244
X	19388331
IV	43745585
X	28991267
V	13206264
V	28620001
IV	21951237
III	18280133
III	21062507
II	11419877
III	45735108
V	28219425
IV	36063674
II	38371017
IV	1834411
X	33482859
I	17533344
IV	9135441
V	36185108
V	44971237
II	22043699
I	46330372
X	2350755
I	41235118
III	1430933
III	37399234
I	694318
III	34936452
IV	4219777
X	18911840
X	23466709
V	48512489
III	5790126
II	5564862
II	41536796
III	26243103
III	10552752
II	33329903
I	33870974
I	8155718
I	25576095
I	33233106
I	35142942
II	1386793
II	5264962
II	8119046
II	9187839
II	12520753
II	29889124
II	34631473
II	39594481
III	1872691
III	3575033
III	7741419
III	19108705
III	37149992
III	45524841
IV	3415925
IV	9770392
IV	51790474
IV	52543374
V	2755293
V	3244845
V	25787474
V	32766772
X	27138489
IV	40206632
I	33017992
IV	27498872
IV	40990302
X	8007047
III	11779259
V	197562
I	37766835
II	41770239
III	42982381
V	5038983
II	18584114
IV	52876863
X	19147893
III	3553392
I	6259742
II	343640
I	8172903
I	8372865
I	15243887
I	19624343
I	39824954
II	8587469
II	12174240
II	14143167
III	3532697
III	9885764
III	15710272
III	30239812
III	37342885
III	43568609
IV	1118130
IV	8038388
IV	9377149
IV	23875399
IV	34153690
X	5781947
X	17789685
X	18531153
X	24414424
V	7708719
I	18760768
X	29026554
I	10173749
II	4611446
X	20565093
I	10438204
II	38139569
IV	44342750
I	37971542
X	11177403
V	5345611
X	17012894
I	27007482
X	592533
III	13183257
V	22296941
II	27887853
II	31796618
X	28056437
V	14495799
X	9277438
IV	39509630
V	48019283
IV	51695194
II	15263609
III	12253754
III	37754113
V	2297709
III	20004766
I	43164012
V	290250
III	38932396
II	30012458
I	9262248
III	42016599
X	30670217
I	29036361
V	7228120
IV	15327655
II	6703979
I	2273074
I	3286970
I	8159331
I	16910310
I	25887041
I	42457918
I	46547216
II	2079255
II	3485405
II	6718852
II	36604041
II	40238231
IV	9465086
IV	32547695
IV	46576976
IV	51593693
IV	51709587
IV	52674546
V	26896004
V	28480028
X	5547503
X	7801595
X	8156824
X	3362717
V	45676007
I	6128382
IV	16479684
II	43802136
X	32773095
X	8004866
V	42421801
II	29547571
I	7359094
II	4483716
IV	22820257
I	9548652
IV	25815959
V	34189975
I	42164337
II	46211776
IV	52919211
X	4241455
V	2270436
III	10336978
I	38847484
I	4710186
X	32976574
III	14130785
IV	54253648
II	20375255
IV	12626695
IV	42791788
I	46186105
III	44906331
I	11378927
I	31337123
I	47851833
I	13392022
I	27680551
I	43468526
II	6460640
II	13344070
II	21047829
II	27674230
II	42181570
III	1665209
III	7076506
III	10374728
III	25943943
III	38848005
IV	47968
IV	12283575
IV	14768098
IV	29684113
IV	32943262
IV	41506780
IV	45052087
V	24150153
X	15366057
I	6793559
I	41810391
V	23199759
IV	23082377
X	30929452
IV	14438480
III	28696197
IV	25354298
I	6936018
II	18627308
IV	764874
II	47054234
I	46619217
V	17094159
III	24426023
II	38188521
II	46450588
II	48221900
X	10769155
IV	5978916
III	24545877
II	13118584
I	38174190
X	34093245
II	10262995
V	14820527
IV	2573305
III	13530509
II	46451936
III	14177802
V	49110704
X	16145275
IV	48818250
IV	20423820
IV	39016477
V	43187132
IV	54013065
V	28823538
IV	7331996
II	7976296
III	41615516
X	32838335
V	665451
IV	41016435
V	23151270
IV	51012867
IV	3272737
IV	43253364
IV	42214056
IV	44393112
I	3606698
I	5498624
I	6005167
I	12300574
I	16658145
II	9148034
II	32734780
II	38774958
II	43640576
III	4285222
III	12983937
III	14543139
III	14778091
III	15630509
III	20197233
III	20701133
III	29040530
III	40679386
III	40752972
III	42579409
IV	23570733
IV	52542771
V	6991070
V	21217091
V	23411319
V	29054983
V	41049802
V	42400707
X	32005055
I	39813005
V	2826510
IV	4211737
IV	2861886
IV	32433106
X	33649755
X	24812503
X	5310373
I	5054709
IV	54311021
IV	52879615
I	40130297
IV	36110733
X	9513992
IV	6993277
II	15915132
